nombre,precio,ingredientes,url_producto,imagen_url
Bioderma Sensibio H2O Agua Micelar 250ml,"9,31€","AQUA/WATER/EAU
PEG-6 CAPRYLIC/CAPRIC GLYCERIDES
FRUCTOOLIGOSACCHARIDES
MANNITOL
XYLITOL
RHAMNOSE
CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT
PROPYLENE GLYCOL
CETRIMONIUM BROMIDE
DISODIUM EDTA. [BI 446].",https://www.promofarma.com/es/bioderma-sensibio-h2o-agua-micelar-250ml/p-723036,https://statics.promofarma.com/static/promofarma/prod/product_images/z/W6V5F80K_es_ES_0.png
Freshly Cosmetics Bioretinal Night Sérum 30ml,"25,17€",No encontrado,https://www.promofarma.com/es/freshly-cosmetics-bioretinal-night-serum-30ml/p-764518,https://statics.promofarma.com/static/promofarma/prod/product_images/z/WT38T7TL_es_ES_0.jpeg
Sensilis Peptide [AR] Crema Sorbete Lifting y Calmante HD 50ml,"47,50€",No encontrado,https://www.promofarma.com/es/sensilis-peptide-ar-crema-sorbete-lifting-y-calmante-hd-50ml/p-767525,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/H8CR737N_es_ES_0.png
Vital Plus Active COL 45ml,"17,19€",No encontrado,https://www.promofarma.com/es/vital-plus-active-col-45ml/p-47647,https://statics.promofarma.com/static/promofarma/prod/product_images/z/SOGUZ_es_ES_0.jpeg
Postquam Crema Antiarrugas con Retinol y Vitamina C 50ml,"11,90€","VITAMINA A (RETINOL), VITAMINA C (ACIDO ASCÓRBICO, VITAMINA E, LIPOSOMAS, FACTOR NATURAL DE HIDRATACIÓN (FNH).",https://www.promofarma.com/es/postquam-crema-antiarrugas-con-retinol-y-vitamina-c-50ml/p-51308,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/FMXNB_es_ES_0.jpg
Uriage Hyséac 3-Regul+ Cuidado Global Anti-imperfecciones 40ml,"12,59€","AQUA (WATER, EAU) - DI-C12-13 ALKYL MALATE - POLYMETHYL METHACRYLATE - DICAPRYLYL ETHER - TAPIOCA STARCH - GLYCOLIC ACID - SODIUM HYDROXIDE - DIGLYCERIN - GLYCERIN - MALIC ACID - STEARETH-2 - STEARETH-21 - LACTIC ACID - PENTAERYTHRITYL DISTEARATE - BUTYLENE GLYCOL - ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER - JOJOBA ESTERS - DIMETHICONE - GLYCERYL STEARATE - PARFUM (FRAGRANCE) - PEG-100 STEARATE - PROPANEDIOL - TOCOPHERYL ACETATE - HELIANTHUS ANNUUS SEED CERA (HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX) - PIROCTONE OLAMINE - XANTHAN GUM - PENTYLENE GLYCOL - PHYTOSPHINGOSINE - LENS ESCULENTA (LENTIL) SEED EXTRACT - POLYMETHYLSILSESQUIOXANE - SALICYLIC ACID - ZINC LACTATE - ASIATICOSIDE - ACACIA DECURRENS FLOWER CERA (ACACIA DECURRENS FLOWER WAX) - POLYGLYCERIN-3 - GLYCYRRHIZA INFLATA ROOT EXTRACT - SODIUM BENZOATE - RHAMNOSE - GLUCOSE - GLUCURONIC ACID - TOCOPHEROL.",https://www.promofarma.com/es/uriage-hyseac-3-regul-cuidado-global-anti-imperfecciones-40ml/p-62253,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/P89SW_pt_PT_0.png
La Roche-Posay Agua Micelar Ultra Piel Reactiva 400ml,"14,37€","AQUA / WATER, GLYCERIN, PEG-7 CAPRYLIC/CAPRIC GLYCERIDES, POLOXAMER 124, POLOXAMER 184, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, POLYSORBATE 80, DISODIUM EDTA, BHT, MYRTRIMONIUM BROMIDE.",https://www.promofarma.com/es/la-roche-posay-agua-micelar-ultra-piel-reactiva-400ml/p-64971,https://statics.promofarma.com/static/promofarma/prod/product_images/z/6ZE1T_es_ES_0.png
Eucerin Hyaluron-Filler Día 3X Effect SPF30 50ml,"49,69€","AQUA, GLYCERIN, C12-15 ALKYL BENZOATE, ALCOHOL DENAT, BUTYL METHOXYDIBENZOYLMETHANE, BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, ETHYLHEXYL SALCYLATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, CETEARYL ALCOHOL, DIBUTYL ADIPATE, ETHYLHEXYL TRIAZONE, PHENYLBENZIAMIDAZOLE, SULFONIC ACID, TAPIOCA STARCH, SODIUM HYALURONATE, GLYCERYL STEARATE, SODIUM STEAROYL GLUTAMATE, GLYCYRRHIZA INFLATA ROOT EXTRACT, GLYCYRRHETINIC ACID, XANTHAN GUM, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CARBOOMER, TRISODIUM EDTA, SODIUM CHLORIDE, DIMETHICONE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, SODIUM, HYDROXIDE, BHT, PARFUM.",https://www.promofarma.com/es/eucerin-hyaluron-filler-dia-3x-effect-spf30-50ml/p-90526,https://statics.promofarma.com/static/promofarma/prod/product_images/z/RYA3O_es_ES_0.jpeg
Embryolisse Leche Crema Concentrada 75ml,"16,89€","AQUA, PARAFFINUM LIQUIDUM, STEARIC ACID, GLYCERYL STEARATE, TRIETHANOLAMINE, CERA ALBA, CETYL PALMITATE, BUTYROSPERMUM PARKII, STEARETH-10, POLYACRYLAMIDE C13-14 ISOPARAFFIN, LAURETH-7, PROPYLENE GLYCOL, HYDROLYZED SOY PROTEIN, ALOE BARBADENSIS, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, TROPOLONE, PARFUM.",https://www.promofarma.com/es/embryolisse-leche-crema-concentrada-75ml/p-116002,https://statics.promofarma.com/static/promofarma/prod/product_images/z/EBWXW_es_ES_0.jpeg
Embryolisse Crema Hidratante Concentrada 30ml,"9,89€","AQUA, PARAFFINIUM LIQUIDIUM, STEARIC ACID, GLYCERYL STEARATE, TRIETHANOLAMINE, CERA ALBA, CETYL PALMITATE, BUTYROSPERMUM PARKII, PHENOXYETHANOL, METHYLPARABEN, BUTYLPARABEN, ISOBUTYLPARABEN, ETHYLPARABEN, PROPYLPARABEN, STEARETH-10, POLYACRYLAMMIDE C13-14, ISOPARAFFIN, LAURETH-7, PARFUM, PROPYLENE GLYCOL, HYDROLYZED SOY PROTEIN, ALOE BARBADENSIS.",https://www.promofarma.com/es/embryolisse-crema-hidratante-concentrada-30ml/p-126370,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/ZFNHN_es_ES_0.jpeg
Be+ Energifique Redensificante Crema Rica Nutritiva Piel Seca 50ml,"28,70€",Densieffect®. Silanol de ácido hialurónico. Manteca de Karité y Aceite de Jojoba. Be+ Cell Energy Booster®.,https://www.promofarma.com/es/be-energifique-redensificante-crema-rica-nutritiva-piel-seca-50ml/p-171857,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/AHTF8_es_ES_0.png
Singuladerm Xpert Radiant Forte 50ml,"22,35€",AQUA. CAPRYLIC/CAPRIC TRIGLYCERIDE. PENTYLENE GLYCO. ISOHEXADECANE. C 12-15 ALKYL BENZOATE. PROPYLENE GLYCOL. GLYCERYL STEARATE. PEG-100 STEARATE. MAGNESIUM ASCORBYL PHOSPHATE. DIMETHYLMETHOXY CHROMANOL. DIAMINOPROPIONYL TRIPEPTYDE-33. LECITHIN. CARRAGEENAN. ACRYLATES/C10-30 ALKYL ACRYLATE CROSS... POLYACRYLAMIDE. C13-14 ISOPARAFFIN. LAURETH-7. XANTHAN GUM. STEARIC ACID. PALMITIC ACID. SODIUM HYDROXIDE. CETYL ALCOHOL. POTASSIUM AZEALOYL DIGLYCINATE. PHENOXYETHANOL. BENZYL ALCOHOL. CAPRYLYL GLYCOL. PARFUM.,https://www.promofarma.com/es/singuladerm-xpert-radiant-forte-50ml/p-26941,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/EJT3C_es_ES_0.jpg
Sesderma Salises Crema Gel Hidratante 50ml,"29,89€",No encontrado,https://www.promofarma.com/es/sesderma-salises-crema-gel-hidratante-50ml/p-13732,https://statics.promofarma.com/static/promofarma/prod/product_images/z/DY0TT_es_ES_0.png
Medik8 C-Tetra Lipid Vitamin C Sérum 30ml,"53,99€","SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, CYCLOPENTASILOXANE, CYCLOHEXASILOXANE, TETRAHEXYLDECYL ASCORBATE, TOCOPHERYL ACETATE, PPG-12/SMDI COPOLYMER, CITRUS GRANDIS (GRAPEFRUIT) PEEL OIL, LIMONENE.",https://www.promofarma.com/es/medik8-c-tetra-lipid-vitamin-c-serum-30ml/p-689656,https://statics.promofarma.com/static/promofarma/prod/product_images/z/VRHMFPMP_es_ES_0.jpeg
Gh 20 AHA Peeling Químico 20ml,"26,94€","AQUA (SOLVENTE), PROPANEDIOL (SOLVENTE, HIDRATANTE), LACTIC ACID (EXFOLIANTE), GLYCOLIC ACID (EXFOLIANTE), CITRIC ACID (EXFOLIANTE), ALCOHOL DENAT. (SOLVENTE), SODIUM HYDROXIDE (REGULADOR DEL PH), CITRUS LIMON FRUIT EXTRACT (EXTRACTO DE LA PULPA DEL LIMÓN, ACONDICIONADOR DE LA PIEL), MALPIGHIA GLABRA FRUIT EXTRACT (EXTRACTO DE ACEROLA, ACONDICIONADOR DE LA PIEL), CUCUMIS SATIVUS FRUIT EXTRACT (EXTRACTO DE PEPINO, CALMANTE, HIDRATANTE), TOCOPHEROL (VITAMINA E, ANTIOXIDANTE), GLYCERIN (HIDRATANTE), ETHYLHEXYLGLYCERIN (CONSERVANTE), BENZYL ALCOHOL (CONSERVANTE), POTASSIUM SORBATE (CONSERVANTE), SODIUM BENZOATE (CONSERVANTE).",https://www.promofarma.com/es/gh-20-aha-peeling-quimico-20ml/p-478309,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/V40AFX_es_ES_0.png
GH 5 Azelaic-S Loción Exfoliante Diaria 150ml,"29,00€","AQUA, PROPANEDIOL, ROSA DAMASCENA FLOWER WATER, SALICYLIC ACID, SODIUM POLYACRYLATE, POTASSIUM AZELOYL DIGLYCINATE, GLYCERIN, GOSSYPIUM HERBACEUM SEED EXTRACT, TOCOPHEROL, GLUCONOLACTONE, ETHYLHEXYLGLYCERIN, SODIUM HYDROXIDE, BENZYL ALCOHOL, POTASSIUM SORBATE, SODIUM BENZOATE, CALCIUM GLUCONATE, PARFUM.",https://www.promofarma.com/es/gh-5-azelaic-s-locion-exfoliante-diaria-150ml/p-660212,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/APJBEL_es_ES_0.jpeg
GH Función Barrera Cremagel 50ml,"35,69€","AQUA, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, BUTYROSPERMUM PARKII BUTTER, PROPANEDIOL, OLEA EUROPAEA FRUIT OIL, PLUKENETIA VOLUBILIS SEED OIL, C10-18 TRIGLYCERIDES , STEARYL ALCOHOL, SODIUM POLYACRYLATE, SIMMONDSIA CHINENSIS SEED OIL, CERAMIDE NP, HYDROLYZED HYALURONIC ACID, SODIUM ACETYLATED HYALURONATE, SODIUM HYALURONATE, TOCOPHERYL ACETATE, TOCOPHEROL, POLYGLYCERYL-10 LAURATE, ETHYLHEXYLGLYCERIN, POLYGLYCERYL-3 CAPRATE, CITRIC ACID, DICAPRYLYL CARBONATE, SODIUM HYDROXIDE, PARFUM, BENZYL ALCOHOL.",https://www.promofarma.com/es/gh-funcion-barrera-cremagel-50ml/p-508782,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/A2PQJN_es_ES_0.jpg
Martiderm® Platinum Photo Age HA+ 30amp,"54,19€","AQUA, BUTYLENE GLYCOL, PROPYLENE GLYCOL, ASCORBIC ACID, ASCORBYL GLUCOSIDE, BIFIDA FERMENT LYSATE, ETHOXYDIGLYCOL, GLYCINE MAX (SOYBEAN) SEED POLYSACCHARIDES, CYCLOPENTASILOXANE, TRIETHYLHEXANOIN, VACCINIUM MACROCARPON SEED OIL, SORBITAN OLEATE, PARFUM, GLYCERYL LINOLEATE, GLYCERYL LINOLENATE, RETINYL AQUA, BUTYLENE GLYCOL, PROPYLENE GLYCOL, ASCORBIC ACID, ASCORBYL GLUCOSIDE, BIFIDA FERMENT LYSATE, ETHOXYDIGLYCOL, GLYCINE MAX (SOYBEAN) SEED POLYSACCHARIDES, CYCLOPENTASILOXANE, TRIETHYLHEXANOIN, VACCINIUM MACROCARPON SEED OIL, SORBITAN OLEATE, PARFUM, GLYCERYL LINOLEATE, GLYCERYL LINOLENATE, RETINYL PALMITATE, DIMETHYLMETHOXY CHROMANOL, DIAMINOPROPIONOYL TRIPEPTIDE-33, HELIANTHUS ANNUUS SEED OIL, ROSMARINUS OFFICINALIS LEAF EXTRACT, SODIUM HYDROXIDE, POLYSORBATE 80, SODIUM BENZOATE, SODIUM METABISULFITE, POTASSIUM SORBATE, CAPRYLYL GLYCOL.",https://www.promofarma.com/es/martiderm-platinum-photo-age-ha-30amp/p-10435,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/FYRHM_es_ES_0.jpg
Eucerin Hyaluron Filler + Elasticity Crema de Día Rosé SPF30 50ml,"34,52€","Aqua, Glycerin, Alcohol Denat., Butylene Glycol Dicaprylate/Dicaprate, C12-15 Alkyl Benzoate, Butyl Methoxydibenzoylmethane, Cetearyl Alcohol, Hydroxypropyl Starch Phosphate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Behenyl Alcohol, Dibutyl Adipate, Ethylhexyl Triazone, Phenylbenzimidazole Sulfonic Acid, Tapioca Starch, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Sodium Hyaluronate, Arctium Lappa Fruit Extract, Creatine, 1-Methylhydantoin-2-Imide, Isobutylamido Thiazolyl Resorcinol, Xanthan Gum , Sodium Chloride, Sodium Stearoyl Glutamate, Glyceryl Stearate, Sodium Hydroxide, Synthetic Fluorphlogopite, Tin Oxide, Dimethicone, Trisodium EDTA, Ethylhexylglycerin, Phenoxyethanol, Parfum, CI 77891, CI 77491.",https://www.promofarma.com/es/eucerin-hyaluron-filler-elasticity-crema-de-dia-rose-spf30-50ml/p-741456,https://statics.promofarma.com/static/promofarma/prod/product_images/z/K685K3TV_es_ES_0.png
Avène Tolérance Control Bálsamo Calmante Reparador 40ml,"25,69€","AVENE THERMAL SPRING WATER (AVENE AQUA), CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, CETEARYL ALCOHOL, BUTYROSPERMUM PARKII (SHEA) BUTTER (BUTYROSPERMUM PARKII BUTTER), SQUALANE, BEESWAX (CERA ALBA), CETEARYL GLUCOSIDE, CETYL ESTERS, AQUAPHILUS DOLOMIAE EXTRACT FILTRATE, ARGININE, CITRIC ACID, TROMETHAMINE, WATER (AQUA), XANTHAN GUM.",https://www.promofarma.com/es/avene-tolerance-control-balsamo-calmante-reparador-40ml/p-406040,https://statics.promofarma.com/static/promofarma/prod/product_images/z/JYTULA_es_ES_0.jpeg
Erborian Centella Crema Hidratante Antirrojeces 50ml,"23,19€","AQUA/WATER, DICAPRYLYL CARBONATE, ISONONYL ISONONANOATE, GLYCERYL STEARATE, GLYCERIN, 1,2-HEXANEDIOL, OCTYLDODECANOL, ISOSTEARYL NEOPENTANOATE, CENTELLA ASIATICA LEAF EXTRACT, CETEARYL ALCOHOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, BUTYROSPERMUM PARKII (SHEA) BUTTER, SODIUM HYALURONATE, BUTYLENE GLYCOL, ETHYLHEXYLGLYCERIN, PENTAERYTHRITYL TETRAETHYLHEXANOATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, COCO-CAPRYLATE/CAPRATE, POLYGLYCERYL-3 DIISOSTEARATE, TRIHEPTANOIN, POLYACRYLATE CROSSPOLYMER-6, C9-12 ALKANE, DILINOLEIC ACID/BUTANEDIOL COPOLYMER, PENTYLENE GLYCOL, BETA-GLUCAN, POLYSORBATE 60, SORBITAN ISOSTEARATE, CITRIC ACID, CAPRYLYL GLYCOL, CASTOR OIL/IPDI COPOLYMER, T-BUTYL ALCOHOL, TOCOPHEROL, PARFUM/FRAGRANCE.",https://www.promofarma.com/es/erborian-centella-crema-hidratante-antirrojeces-50ml/p-734803,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/YWT4Z7Y9_es_ES_0.jpeg
Vichy Pureté Thermale Desmaquillante Integral 3 en 1 Piel Sensible 300ml,"13,44€","AQUA, PARAFFINUM LIQUIDUM/MINERAL OIL, SPROPYL MYRISTRATE, POTASSIUM PHOSPHATE, CARBOMER, SODIUM HYDROXIDE, OPOTASSIUM PHOSPHATE, DISODIUM EDTA, DISODIUM COCOAMPHODIACETATE, MYRTRIMONIUM BROMIDE, BUTYLENE GLYCOL, BUTYROSPERMUM PARKII SEEDCAKE, EXTRACT SHEA BUTTER SEEDCAKE EXTRACT, PARFUM FRAGANCE. CODE F.I.L. B39079/1.",https://www.promofarma.com/es/vichy-purete-thermale-desmaquillante-integral-3-en-1-piel-sensible-300ml/p-9329,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/MG577_es_ES_0.jpg
Martiderm® Acción Inmediata Antifatiga Flash 1amp,"2,09€","ÁCIDO HIALURÓNICO, SILICIO",https://www.promofarma.com/es/martiderm-accion-inmediata-antifatiga-flash-1amp/p-52491,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/BJZNQ_es_ES_0.png
Avène Leche Limpiadora 200ml,"20,09€","AVENE THERMAL SPRING WATER (AVENE AQUA), DICAPRYLYL CARBONATE, GLYCERIN, PENTYLENE GLYCOL, C14-22 ALCOHOLS, BEHENYL ALCOHOL, HYDROGENATED VEGETABLE OIL, SODIUM STEAROYL GLUTAMATE, C12-20 ALKYL GLUCOSIDE, CITRIC ACID, FRAGRANCE (PARFUM), GLYCERYL CAPRYLATE, GLYCINE SOJA (SOYBEAN) OIL (GLYCINE SOJA OIL), SCLEROTIUM GUM, SODIUM BENZOATE, TOCOPHEROL, XANTHAN GUM.",https://www.promofarma.com/es/avene-leche-limpiadora-200ml/p-8342,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/P1JL7_es_ES_0.jpg
Lierac Lift Integral Crema de Día Reafirmante Recambio 50ml,"30,22€",AQUA / WATER / EAU. CAPRYLIC/CAPRIC TRIGLYCERIDE. GLYCERIN. SQUALANE. GLYCERYL STEARATE SE. CETEARYL ALCOHOL. GLYCOL PALMITATE. BUTYLENE GLYCOL. BUTYROSPERMUM PARKII (SHEA) BUTTER. C15-19 ALKANE. CETYL PALMITATE. AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER. XYLITYLGLUCOSIDE. CETEARYL GLUCOSIDE. ANHYDROXYLITOL. PARFUM / FRAGRANCE. ETHYLHEXYLGLYCERIN. SODIUM BENZOATE. XYLITOL. XANTHAN GUM. CITRIC ACID. HYDROLYZED HYALURONIC ACID. SODIUM PHYTATE. MALTODEXTRIN. LECITHIN. TOCOPHEROL. ADENOSINE. HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL. TULIPA GESNERIANA FLOWER EXTRACT. ROSA CENTIFOLIA FLOWER EXTRACT. 4103A.,https://www.promofarma.com/es/lierac-lift-integral-crema-de-dia-reafirmante-recambio-50ml/p-678493,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/CJP4JK2C_es_ES_0.jpeg
Compeed Parche Anti-granos Discreto 15uds,"8,99€","DISTILLATES (PETROLEUM), HEAVY THERMAL CRACKED, POLYMD., HYDROGENATED, STYRENE/ISOPRENE COPOLYMER, CELLULOSE GUM, DIETHYLHEXYL ADIPATE, METHYLTRIMETHOXYSILANE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, TALC, BHT.",https://www.promofarma.com/es/compeed-parche-anti-granos-discreto-15uds/p-732533,https://statics.promofarma.com/static/promofarma/prod/product_images/z/2Z8GPT07_es_ES_0.jpg
Uriage Hyséac Mat 40ml,"12,70€","AQUA (WATER, EAU) - ALCOHOL – GLYCERIN – DIGLYCERIN – ISODODECANE - ISODECYL NEOPENTANOATE - ALUMINUM STARCH OCTENYLSUCCINATE - BUTYLENE GLYCOL - POLYMETHYL METHACRYLATE – PTFE - CETEARYL ISONONANOATE – DIMETHICONE - DIMETHICONE/BIS-ISOBUTYL PPG-20 CROSSPOLYMER - POLYACRYLATE-13 - CETYL ALCOHOL - PARFUM (FRAGRANCE) - LAURYL GLUCOSIDE - POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE – POLYISOBUTENE - ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER - SODIUM POLYACRYLATE - LENS ESCULENTA (LENTIL) SEED EXTRACT - O-CYMEN-5-OL - SODIUM HYDROXIDE - POLYSORBATE 20 - SORBITAN ISOSTEARATE – PHENOXYETHANOL - GLYCYRRHIZA INFLATA ROOT EXTRACT – ETHYLHEXYLGLYCERIN – TOCOPHEROL - CI 42090 (BLUE 1).",https://www.promofarma.com/es/uriage-hyseac-mat-40ml/p-424199,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/Z4NXK6_es_ES_0.png
Eucerin Hyaluron-Filler + Elasticity 3D Sérum 30ml,"44,79€","AQUA, GLYCERIN, OCTOCRYLENE, ALCOHOL DENAT., ISOPROPYL PALMITATE, CETEARYL ISONONANOATE, DISTARCH PHOSPHATE, METHYLPROPANEDIOL,, ISOBUTYLAMIDO THIAZOLYL RESORCINOL, SODIUM HYALURONATE, ARCTIUM LAPPA FRUIT EXTRACT, GLUCOSYLRUTIN, ISOQUERCITRIN, TOCOPHEROL, DIMETHICONE,  SODIUM STEAROYL GLUTAMATE, SODIUM CHLORIDE,  GLYCERYL STEARATE, SODIUM STEAROYL GLUTAMATE, SODIUM CHLORIDE, GLYCERYL STEARATE, SODIUM POLYACRYLATE, BUTYL METHOXYDIBENZOYLMETHANE, TRISODIUM EDTA,  PHENOXYETHANOL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HIDROXYHYDROCINNAMATE, PARFUM.",https://www.promofarma.com/es/eucerin-hyaluron-filler-elasticity-3d-serum-30ml/p-386607,https://statics.promofarma.com/static/promofarma/prod/product_images/z/UVRHN_es_ES_0.jpeg
Aposán Algodón Desmaquillaje 80uds,"1,89€",100% Algodón.,https://www.promofarma.com/es/aposan-algodon-desmaquillaje-80uds/p-25175,https://statics.promofarma.com/static/promofarma/prod/product_images/z/ZVGYA_es_ES_0.jpeg
Avène Hydrance UV Rica Crema Hidratante SPF30 40ml,"23,89€",AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. DIISOPROPYL ADIPATE. GLYCERIN. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. POLYMETHYL METHACRYLATE. BUTYL METHOXYDIBENZOYLMETHANE. BUTYROSPERMUM PARKII (SHEA) BUTTER (BUTYROSPERMUM PARKII BUTTER). METHYL GLUCETH-20. ISOCETYL STEAROYL STEARATE. TRIETHYLHEXANOIN. HYDROGENATED STARCH HYDROLYSATE. C10-18 TRIGLYCERIDES. GLYCERYL STEARATE. PEG-100 STEARATE. POTASSIUM CETYL PHOSPHATE. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DECYL GLUCOSIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. PHYTOSTEROLS. POLYACRYLATE-13. POLYISOBUTENE. POLYSORBATE 20. PROPYLENE GLYCOL. SORBITAN ISOSTEARATE. STEARYL ALCOHOL. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM,https://www.promofarma.com/es/avene-hydrance-uv-rica-crema-hidratante-spf30-40ml/p-8345,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/ZYHAL_es_ES_0.jpg
Avène Cicalfate + Crema Reparadora Multiprotectora SPF50+ 30ml,"17,39€",No encontrado,https://www.promofarma.com/es/avene-cicalfate-crema-reparadora-multiprotectora-spf50-30ml/p-767854,https://statics.promofarma.com/static/promofarma/prod/product_images/z/WG3HMZRN_es_ES_0.jpg
Avène Antirojeces Dia Emulsión Hidratante SPF30 40ml,"22,80€","AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. GLYCERIN. DIISOPROPYL ADIPATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. SILICA. BUTYL METHOXYDIBENZOYLMETHANE. GLYCERYL STEARATE. PEG-100 STEARATE. POTASSIUM CETYL PHOSPHATE. 1,2-HEXANEDIOL. 4-T-BUTYLCYCLOHEXANOL. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BLUE 1 (CI 42090). CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DECYL GLUCOSIDE. DISODIUM. EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. OCTYLDODECANOL. PONGAMIA GLABRA SEED OIL. PROPYLENE GLYCOL. SODIUM DEXTRAN SULFATE. SODIUM HYDROXIDE. TITANIUM. DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. TROPOLONE. XANTHAN GUM.",https://www.promofarma.com/es/avene-antirojeces-dia-emulsion-hidratante-spf30-40ml/p-8787,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/AA17T_es_ES_0.jpeg
Avène Rosamed SPF50+ Antirojeces Concentrado 30ml,"22,85€",No encontrado,https://www.promofarma.com/es/avene-rosamed-spf50-antirojeces-concentrado-30ml/p-771586,https://statics.promofarma.com/static/promofarma/prod/product_images/z/T0XM40HY_es_ES_0.jpg
Avène Mascarilla Calmante Hidratante 50ml,"22,69€","AVENE THERMAL SPRING WATER (AVENE AQUA), MINERAL OIL (PARAFFINUM LIQUIDUM), CAPRYLIC/CAPRIC TRIGLYCERIDE, WATER (AQUA), CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL (CARTHAMUS TINCTORIUS SEED OIL), PALMITIC ACID, STEARIC ACID, HYDROGENATED PALM/PALM KERNEL OIL PEG-6 ESTERS, TRIETHANOLAMINE, GLYCERYL STEARATE, PEG-100 STEARATE, PROPYLENE GLYCOL, 1,2-HEXANEDIOL, CAPRYLIC/CAPRIC GLYCERIDES, CAPRYLYL GLYCOL, CARBOMER, DISODIUM EDTA, FRAGRANCE (PARFUM), MICROCRYSTALLINE WAX (CERA MICROCRISTALLINA), PARAFFIN, RIBES RUBRUM (CURRANT) FRUIT EXTRACT (RIBES RUBRUM FRUIT EXTRACT), RUBUS IDAEUS (RASPBERRY) FRUIT EXTRACT (RUBUS IDAEUS FRUIT EXTRACT), SODIUM BENZOATE, TOCOPHERYL GLUCOSIDE, TROPOLONE, VACCINIUM MYRTILLUS FRUIT EXTRACT.",https://www.promofarma.com/es/avene-mascarilla-calmante-hidratante-50ml/p-225806,https://statics.promofarma.com/static/promofarma/prod/product_images/mr/JOFD2_es_ES_0.jpg
